user_id,event_type,event_ts,campaign_id,campaign_name,channel,order_id,order_value
u_00300,click,2025-07-29 15:12:14,SOC-011,Back-to-School,Paid Social,,
u_00220,purchase,2025-07-29 15:13:41,,,,2c9b7d9d-f1f2-441c-892d-08b6333a5d59,202.62
u_00822,click,2025-07-29 15:22:06,SOC-011,Back-to-School,Paid Social,,
u_00071,click,2025-07-29 15:22:11,SEA-001,Brand Search,Paid Search,,
u_00454,click,2025-07-29 15:26:50,SEA-001,Brand Search,Paid Search,,
u_01119,click,2025-07-29 15:26:55,DSP-100,Awareness Blast,Display,,
u_01663,click,2025-07-29 15:36:55,SOC-011,Back-to-School,Paid Social,,
u_00122,click,2025-07-29 15:45:18,DSP-100,Awareness Blast,Display,,
u_01215,click,2025-07-29 15:46:44,DSP-100,Awareness Blast,Display,,
u_01760,click,2025-07-29 15:46:53,SOC-010,Summer Splash,Paid Social,,
u_01589,click,2025-07-29 15:51:01,SEA-001,Brand Search,Paid Search,,
u_01422,click,2025-07-29 15:55:14,SEA-002,Competitor Conquest,Paid Search,,
u_01958,purchase,2025-07-29 16:00:15,,,,32afe6a3-878c-4d7a-8ba0-77849209f94a,67.19
u_01363,click,2025-07-29 16:01:41,SEA-001,Brand Search,Paid Search,,
u_00651,click,2025-07-29 16:06:49,SOC-011,Back-to-School,Paid Social,,
u_00844,click,2025-07-29 16:09:29,DSP-100,Awareness Blast,Display,,
u_01662,click,2025-07-29 16:11:17,AFF-200,Top Affiliates,Affiliate,,
u_01210,click,2025-07-29 16:13:19,SEA-001,Brand Search,Paid Search,,
u_00427,click,2025-07-29 16:14:35,SOC-010,Summer Splash,Paid Social,,
u_01269,click,2025-07-29 16:18:39,SEA-002,Competitor Conquest,Paid Search,,
u_00297,click,2025-07-29 16:20:20,SEA-002,Competitor Conquest,Paid Search,,
u_01762,click,2025-07-29 16:26:56,SEA-001,Brand Search,Paid Search,,
u_01363,click,2025-07-29 16:27:14,AFF-200,Top Affiliates,Affiliate,,
u_01253,click,2025-07-29 16:27:50,DSP-100,Awareness Blast,Display,,
u_00445,click,2025-07-29 16:30:18,SEA-001,Brand Search,Paid Search,,
u_01446,click,2025-07-29 16:35:22,SEA-001,Brand Search,Paid Search,,
u_00843,click,2025-07-29 16:42:39,AFF-200,Top Affiliates,Affiliate,,
u_01948,click,2025-07-29 16:43:05,SEA-001,Brand Search,Paid Search,,
u_00566,click,2025-07-29 16:44:35,SOC-011,Back-to-School,Paid Social,,
u_00331,click,2025-07-29 16:49:02,SOC-011,Back-to-School,Paid Social,,
u_00006,click,2025-07-29 16:50:50,DSP-100,Awareness Blast,Display,,
u_01434,click,2025-07-29 16:54:17,SEA-001,Brand Search,Paid Search,,
u_01687,purchase,2025-07-29 16:59:32,,,,ad26caa6-5748-43d2-bdfd-6440de133f2f,46.87
u_01026,click,2025-07-29 17:07:46,SOC-011,Back-to-School,Paid Social,,
u_00331,click,2025-07-29 17:11:47,SOC-010,Summer Splash,Paid Social,,
u_01552,click,2025-07-29 17:12:16,SEA-001,Brand Search,Paid Search,,
u_00011,click,2025-07-29 17:16:16,SOC-011,Back-to-School,Paid Social,,
u_00286,click,2025-07-29 17:20:42,SOC-011,Back-to-School,Paid Social,,
u_01496,purchase,2025-07-29 17:24:06,,,,eb131a33-85fb-48b2-8811-1fb9320b400b,245.93
u_00274,purchase,2025-07-29 17:24:38,,,,2ed4d9c1-da3e-4fab-8f42-cbacf2d76730,46.45
u_00496,purchase,2025-07-29 17:31:47,,,,dcc430ac-b488-4581-b272-7ad4d76f8803,131.76
u_01916,purchase,2025-07-29 17:34:53,,,,8b2563b7-e697-4d8a-84f9-2c8dd2b72a8c,300.89
u_00143,click,2025-07-29 17:39:54,SOC-010,Summer Splash,Paid Social,,
u_01026,click,2025-07-29 17:40:05,SOC-010,Summer Splash,Paid Social,,
u_00922,click,2025-07-29 17:40:24,AFF-200,Top Affiliates,Affiliate,,
u_01686,purchase,2025-07-29 17:43:21,,,,66169ada-a261-472c-8309-9606cb810abc,25.8
u_01619,click,2025-07-29 17:54:01,SOC-010,Summer Splash,Paid Social,,
u_00536,click,2025-07-29 17:55:49,SEA-002,Competitor Conquest,Paid Search,,
u_01167,click,2025-07-29 17:56:31,SOC-010,Summer Splash,Paid Social,,
u_00984,purchase,2025-07-29 17:57:01,,,,d78e8c30-1e7e-4540-9b52-06595bd3f9d2,63.06
u_00847,click,2025-07-29 17:59:11,SOC-011,Back-to-School,Paid Social,,
u_00604,click,2025-07-29 17:59:44,SOC-011,Back-to-School,Paid Social,,
u_01326,click,2025-07-29 18:03:52,SEA-002,Competitor Conquest,Paid Search,,
u_00552,click,2025-07-29 18:05:33,SEA-001,Brand Search,Paid Search,,
u_00408,purchase,2025-07-29 18:21:54,,,,03ed9640-2bd7-447d-9dc4-a915dbf4cd29,120.2
u_01852,click,2025-07-29 18:25:33,AFF-200,Top Affiliates,Affiliate,,
u_00627,click,2025-07-29 18:33:03,SEA-002,Competitor Conquest,Paid Search,,
u_01440,click,2025-07-29 18:33:48,AFF-200,Top Affiliates,Affiliate,,
u_01526,purchase,2025-07-29 18:34:03,,,,92561850-6593-46f5-a02a-3d67fbc63f87,173.9
u_00331,click,2025-07-29 18:34:34,SEA-001,Brand Search,Paid Search,,
u_01434,click,2025-07-29 18:46:13,AFF-200,Top Affiliates,Affiliate,,
u_01191,click,2025-07-29 18:52:13,SEA-002,Competitor Conquest,Paid Search,,
u_00783,click,2025-07-29 18:53:54,AFF-200,Top Affiliates,Affiliate,,
u_00729,click,2025-07-29 18:54:29,SEA-002,Competitor Conquest,Paid Search,,
u_01342,click,2025-07-29 18:54:43,DSP-100,Awareness Blast,Display,,
u_01864,click,2025-07-29 18:55:16,SEA-002,Competitor Conquest,Paid Search,,
u_01758,click,2025-07-29 18:56:29,SOC-011,Back-to-School,Paid Social,,
u_01918,purchase,2025-07-29 18:59:03,,,,4a5e9581-4ade-4349-8bba-9db7d08c4500,78.82
u_00412,click,2025-07-29 19:00:02,SOC-010,Summer Splash,Paid Social,,
u_00122,click,2025-07-29 19:06:49,SEA-002,Competitor Conquest,Paid Search,,
u_01010,click,2025-07-29 19:08:39,SOC-011,Back-to-School,Paid Social,,
u_01500,click,2025-07-29 19:13:21,AFF-200,Top Affiliates,Affiliate,,
u_00503,click,2025-07-29 19:13:38,DSP-100,Awareness Blast,Display,,
u_00536,click,2025-07-29 19:14:45,SOC-011,Back-to-School,Paid Social,,
u_00183,purchase,2025-07-29 19:15:44,,,,b9e270e1-3228-41d5-9a62-e4f7168cf37d,80.74
u_01972,click,2025-07-29 19:15:45,AFF-200,Top Affiliates,Affiliate,,
u_00321,purchase,2025-07-29 19:18:52,,,,4339fc02-5de5-49b5-97eb-295f44b1e1fc,156.78
u_00143,click,2025-07-29 19:22:54,DSP-100,Awareness Blast,Display,,
u_00071,click,2025-07-29 19:24:08,SOC-010,Summer Splash,Paid Social,,
u_00454,click,2025-07-29 19:27:23,AFF-200,Top Affiliates,Affiliate,,
u_00922,click,2025-07-29 19:27:32,DSP-100,Awareness Blast,Display,,
u_00269,click,2025-07-29 19:28:00,AFF-200,Top Affiliates,Affiliate,,
u_00531,purchase,2025-07-29 19:29:49,,,,00580d6c-695f-4c2d-a2d1-cb55fba824e1,90.47
u_01809,click,2025-07-29 19:30:23,SEA-002,Competitor Conquest,Paid Search,,
u_00785,purchase,2025-07-29 19:31:52,,,,33c8f0ff-8bb9-4375-a4e7-9f9fa2e2ebdb,107.54
u_01103,purchase,2025-07-29 19:35:08,,,,f20b904d-645d-4de6-b7b4-5213d2ca11c9,253.9
u_00855,purchase,2025-07-29 19:35:53,,,,c8f8df17-61ca-46a4-9211-2f3b89907cca,122.32
u_00057,click,2025-07-29 19:36:33,AFF-200,Top Affiliates,Affiliate,,
u_00175,click,2025-07-29 19:40:46,SEA-001,Brand Search,Paid Search,,
u_00285,click,2025-07-29 19:42:15,AFF-200,Top Affiliates,Affiliate,,
u_00299,purchase,2025-07-29 19:43:22,,,,70858b45-4662-402e-8618-1a4cd8387095,353.78
u_00842,click,2025-07-29 19:49:01,DSP-100,Awareness Blast,Display,,
u_00183,click,2025-07-29 19:55:10,SOC-011,Back-to-School,Paid Social,,
u_01041,click,2025-07-29 20:01:22,SEA-002,Competitor Conquest,Paid Search,,
u_00265,click,2025-07-29 20:07:15,SEA-001,Brand Search,Paid Search,,
u_01414,click,2025-07-29 20:15:39,DSP-100,Awareness Blast,Display,,
u_00912,click,2025-07-29 20:16:24,SOC-011,Back-to-School,Paid Social,,
u_00380,click,2025-07-29 20:17:38,AFF-200,Top Affiliates,Affiliate,,
u_01923,purchase,2025-07-29 20:23:49,,,,5ddda8a3-3aff-4241-b41a-156621680ba8,67.92
u_01435,click,2025-07-29 20:24:50,AFF-200,Top Affiliates,Affiliate,,
u_00833,click,2025-07-29 20:26:04,DSP-100,Awareness Blast,Display,,
u_00049,click,2025-07-29 20:32:03,SOC-010,Summer Splash,Paid Social,,
u_00049,click,2025-07-29 20:34:20,SOC-011,Back-to-School,Paid Social,,
u_00699,click,2025-07-29 20:36:27,DSP-100,Awareness Blast,Display,,
u_00351,click,2025-07-29 20:40:32,SOC-011,Back-to-School,Paid Social,,
u_00753,click,2025-07-29 20:40:57,AFF-200,Top Affiliates,Affiliate,,
u_01816,click,2025-07-29 20:41:54,SOC-011,Back-to-School,Paid Social,,
u_00950,purchase,2025-07-29 20:42:02,,,,ad47bd6a-8a84-41cd-a690-852d2208833a,126.65
u_00680,click,2025-07-29 20:42:19,SOC-010,Summer Splash,Paid Social,,
u_01507,click,2025-07-29 20:42:37,SEA-001,Brand Search,Paid Search,,
u_01780,click,2025-07-29 20:53:30,AFF-200,Top Affiliates,Affiliate,,
u_00922,click,2025-07-29 20:55:15,SOC-011,Back-to-School,Paid Social,,
u_00335,click,2025-07-29 21:09:34,SEA-002,Competitor Conquest,Paid Search,,
u_01064,click,2025-07-29 21:14:34,SOC-010,Summer Splash,Paid Social,,
u_01660,click,2025-07-29 21:18:26,SEA-002,Competitor Conquest,Paid Search,,
u_00006,purchase,2025-07-29 21:21:24,,,,3ce4d5b2-6b51-4328-bdb3-a5c9d5bbe8f7,146.99
u_00414,click,2025-07-29 21:23:01,SOC-010,Summer Splash,Paid Social,,
u_01762,click,2025-07-29 21:26:02,SOC-010,Summer Splash,Paid Social,,
u_01273,click,2025-07-29 21:26:30,SOC-010,Summer Splash,Paid Social,,
u_01743,click,2025-07-29 21:32:37,DSP-100,Awareness Blast,Display,,
u_00239,click,2025-07-29 21:33:19,DSP-100,Awareness Blast,Display,,
u_00436,click,2025-07-29 21:40:14,DSP-100,Awareness Blast,Display,,
u_01685,click,2025-07-29 21:48:39,SOC-010,Summer Splash,Paid Social,,
u_00965,click,2025-07-29 21:49:40,SEA-002,Competitor Conquest,Paid Search,,
u_01705,click,2025-07-29 22:09:30,SEA-002,Competitor Conquest,Paid Search,,
u_01898,click,2025-07-29 22:12:22,AFF-200,Top Affiliates,Affiliate,,
u_01909,purchase,2025-07-29 22:18:26,,,,0194b659-7923-4290-814d-1db3a21563c6,76.82
u_00806,purchase,2025-07-29 22:24:57,,,,0601702f-43f7-44f2-b7e8-235e99483b49,105.56
u_01164,click,2025-07-29 22:28:00,SEA-002,Competitor Conquest,Paid Search,,
u_01978,purchase,2025-07-29 22:31:54,,,,ae2b8e42-7c1a-4d9d-b12f-fcea86349254,425.19
u_01844,click,2025-07-29 22:32:04,SOC-010,Summer Splash,Paid Social,,
u_00229,click,2025-07-29 22:36:34,SOC-010,Summer Splash,Paid Social,,
u_00006,click,2025-07-29 22:43:50,SOC-011,Back-to-School,Paid Social,,
u_00077,click,2025-07-29 22:53:06,SOC-010,Summer Splash,Paid Social,,
u_01603,click,2025-07-29 22:54:13,SEA-002,Competitor Conquest,Paid Search,,
u_01816,click,2025-07-29 22:54:35,SEA-002,Competitor Conquest,Paid Search,,
u_00080,click,2025-07-29 22:55:32,SOC-010,Summer Splash,Paid Social,,
u_00295,click,2025-07-29 22:56:53,AFF-200,Top Affiliates,Affiliate,,
u_01203,click,2025-07-29 22:59:38,DSP-100,Awareness Blast,Display,,
u_00520,click,2025-07-29 23:06:12,SOC-010,Summer Splash,Paid Social,,
u_00048,purchase,2025-07-29 23:06:45,,,,837e4da3-8e91-4daa-8622-7d371c4e04e5,89.37
u_00541,click,2025-07-29 23:08:15,SOC-011,Back-to-School,Paid Social,,
u_00369,purchase,2025-07-29 23:09:16,,,,3964395b-85f0-4e3f-b1d4-ced0e4e5e20e,159.48
u_01627,click,2025-07-29 23:13:16,SOC-011,Back-to-School,Paid Social,,
u_01830,click,2025-07-29 23:25:38,SOC-010,Summer Splash,Paid Social,,
u_00842,click,2025-07-29 23:27:29,SEA-002,Competitor Conquest,Paid Search,,
u_00680,click,2025-07-29 23:38:19,SOC-011,Back-to-School,Paid Social,,
u_00239,click,2025-07-29 23:39:21,SEA-002,Competitor Conquest,Paid Search,,
u_01177,click,2025-07-29 23:45:38,SOC-011,Back-to-School,Paid Social,,
u_00973,purchase,2025-07-29 23:48:53,,,,80f61b36-89dd-4777-bbf2-14e56c1f541f,342.43
u_00991,click,2025-07-29 23:49:25,SOC-010,Summer Splash,Paid Social,,
u_00829,click,2025-07-29 23:53:47,SOC-010,Summer Splash,Paid Social,,
u_01480,click,2025-07-29 23:57:09,SEA-002,Competitor Conquest,Paid Search,,
u_00335,click,2025-07-29 23:59:12,DSP-100,Awareness Blast,Display,,
u_01662,click,2025-07-29 23:59:23,DSP-100,Awareness Blast,Display,,
u_01869,click,2025-07-30 00:06:48,SEA-001,Brand Search,Paid Search,,
u_01408,click,2025-07-30 00:24:55,SOC-010,Summer Splash,Paid Social,,
u_00320,click,2025-07-30 00:35:20,SEA-002,Competitor Conquest,Paid Search,,
u_01791,click,2025-07-30 00:37:58,DSP-100,Awareness Blast,Display,,
u_01791,click,2025-07-30 00:46:52,SEA-002,Competitor Conquest,Paid Search,,
u_00690,click,2025-07-30 00:48:03,SEA-002,Competitor Conquest,Paid Search,,
u_01170,click,2025-07-30 00:50:04,SOC-011,Back-to-School,Paid Social,,
u_00573,click,2025-07-30 00:55:40,AFF-200,Top Affiliates,Affiliate,,
u_00150,click,2025-07-30 01:01:22,SOC-011,Back-to-School,Paid Social,,
u_00304,purchase,2025-07-30 01:01:47,,,,f7999b9c-677b-4b3e-8570-9db7cddb1a72,98.49
u_01587,click,2025-07-30 01:03:16,SOC-010,Summer Splash,Paid Social,,
u_01269,click,2025-07-30 01:13:56,SOC-011,Back-to-School,Paid Social,,
u_01615,click,2025-07-30 01:23:43,SEA-001,Brand Search,Paid Search,,
u_00846,click,2025-07-30 01:24:59,SEA-001,Brand Search,Paid Search,,
u_00392,purchase,2025-07-30 01:33:57,,,,e96ba229-5637-4c04-b979-a20a41fbf7a2,312.66
u_01115,click,2025-07-30 01:34:00,SOC-010,Summer Splash,Paid Social,,
u_00016,click,2025-07-30 01:34:06,SOC-010,Summer Splash,Paid Social,,
u_01194,click,2025-07-30 01:36:13,SEA-001,Brand Search,Paid Search,,
u_01348,click,2025-07-30 01:41:27,SOC-010,Summer Splash,Paid Social,,
u_00393,click,2025-07-30 01:54:19,SEA-001,Brand Search,Paid Search,,
u_01308,click,2025-07-30 02:15:39,SOC-011,Back-to-School,Paid Social,,
u_01801,purchase,2025-07-30 02:18:18,,,,9f9790c3-fe1e-4685-94a8-9caf57e1233a,94.49
u_00940,purchase,2025-07-30 02:29:37,,,,88586f8c-161a-48bd-b743-d9c3ccbea5c3,114.53
u_00155,click,2025-07-30 02:38:06,SEA-002,Competitor Conquest,Paid Search,,
u_00115,click,2025-07-30 02:38:27,SOC-010,Summer Splash,Paid Social,,
u_00670,purchase,2025-07-30 02:40:41,,,,f0b3f20c-4889-4cea-889b-c697d303de62,180.72
u_00630,click,2025-07-30 02:45:46,SOC-011,Back-to-School,Paid Social,,
u_00555,purchase,2025-07-30 02:53:08,,,,b6a9199f-959f-43d1-966c-ddb70d7aff17,92.69
u_00275,click,2025-07-30 02:58:21,SEA-001,Brand Search,Paid Search,,
u_00033,click,2025-07-30 03:02:37,SOC-011,Back-to-School,Paid Social,,
u_00531,click,2025-07-30 03:12:23,SOC-011,Back-to-School,Paid Social,,
u_00448,click,2025-07-30 03:12:51,SEA-002,Competitor Conquest,Paid Search,,
u_01694,click,2025-07-30 03:20:45,SEA-002,Competitor Conquest,Paid Search,,
u_01331,click,2025-07-30 03:28:45,DSP-100,Awareness Blast,Display,,
u_01978,click,2025-07-30 03:45:18,DSP-100,Awareness Blast,Display,,
u_00640,purchase,2025-07-30 03:48:04,,,,45fc174b-806c-4efe-bb4b-febaddeb47fd,98.87
u_01670,purchase,2025-07-30 03:50:34,,,,44f30f36-0ac8-440a-b20a-f3e4bfe8cf20,78.4
u_01968,click,2025-07-30 03:50:41,DSP-100,Awareness Blast,Display,,
u_00304,click,2025-07-30 03:51:56,SOC-011,Back-to-School,Paid Social,,
u_00153,click,2025-07-30 03:54:49,DSP-100,Awareness Blast,Display,,
u_00274,click,2025-07-30 04:00:28,SEA-002,Competitor Conquest,Paid Search,,
u_00833,purchase,2025-07-30 04:01:56,,,,1c9f699a-9832-4081-98bf-5cf365742a52,119.74
u_00930,purchase,2025-07-30 04:08:40,,,,8cc372a2-e0ce-44d0-ab53-4e0fdef81a55,138.32
u_00807,click,2025-07-30 04:09:34,SOC-010,Summer Splash,Paid Social,,
u_01671,click,2025-07-30 04:10:46,DSP-100,Awareness Blast,Display,,
u_00238,click,2025-07-30 04:16:12,SEA-001,Brand Search,Paid Search,,
u_00847,click,2025-07-30 04:17:06,SOC-011,Back-to-School,Paid Social,,
u_00657,click,2025-07-30 04:26:19,DSP-100,Awareness Blast,Display,,
u_00084,click,2025-07-30 04:31:21,AFF-200,Top Affiliates,Affiliate,,
u_00382,purchase,2025-07-30 04:38:38,,,,2d539d16-b3a7-41ec-ab1b-4fd0fd66ddb4,21.4
u_00807,click,2025-07-30 04:42:24,SEA-001,Brand Search,Paid Search,,
u_01888,purchase,2025-07-30 04:59:33,,,,6a97eb30-366c-43ca-8783-3cb96b6b9f45,33.51
u_01102,click,2025-07-30 05:01:57,AFF-200,Top Affiliates,Affiliate,,
u_01158,click,2025-07-30 05:05:02,SOC-011,Back-to-School,Paid Social,,
u_00334,purchase,2025-07-30 05:15:11,,,,fab51c34-2d26-40ce-a67a-b254820628b9,145.42
u_01627,click,2025-07-30 05:15:36,DSP-100,Awareness Blast,Display,,
u_00941,click,2025-07-30 05:15:53,SOC-011,Back-to-School,Paid Social,,
u_00288,click,2025-07-30 05:16:04,SOC-011,Back-to-School,Paid Social,,
u_00335,click,2025-07-30 05:16:16,SOC-010,Summer Splash,Paid Social,,
u_00297,click,2025-07-30 05:16:18,AFF-200,Top Affiliates,Affiliate,,
u_00661,click,2025-07-30 05:30:59,SEA-002,Competitor Conquest,Paid Search,,
u_01679,click,2025-07-30 05:43:00,SEA-002,Competitor Conquest,Paid Search,,
u_01125,click,2025-07-30 05:46:23,AFF-200,Top Affiliates,Affiliate,,
u_01097,click,2025-07-30 05:47:37,SEA-001,Brand Search,Paid Search,,
u_00153,click,2025-07-30 05:51:58,AFF-200,Top Affiliates,Affiliate,,
u_01864,click,2025-07-30 05:54:23,DSP-100,Awareness Blast,Display,,
u_00100,purchase,2025-07-30 05:54:34,,,,395ea476-01f6-4024-a1d2-4a5296d3dca3,128.87
u_00335,click,2025-07-30 06:23:36,SEA-001,Brand Search,Paid Search,,
u_00609,click,2025-07-30 06:30:10,AFF-200,Top Affiliates,Affiliate,,
u_00351,click,2025-07-30 06:35:19,SEA-001,Brand Search,Paid Search,,
u_01462,purchase,2025-07-30 06:40:39,,,,165bf7dc-a123-43ea-b54d-317eb940e8de,159.53
u_00664,click,2025-07-30 06:59:10,SOC-010,Summer Splash,Paid Social,,
u_01671,click,2025-07-30 07:01:10,SEA-001,Brand Search,Paid Search,,
u_00068,click,2025-07-30 07:22:11,DSP-100,Awareness Blast,Display,,
u_01679,click,2025-07-30 07:29:34,SOC-010,Summer Splash,Paid Social,,
u_00013,purchase,2025-07-30 07:32:34,,,,6706cd3f-adb1-446c-8a11-f6c9daf89f00,111.95
u_01076,click,2025-07-30 07:35:39,SEA-002,Competitor Conquest,Paid Search,,
u_01467,purchase,2025-07-30 07:44:31,,,,7c24c63f-12b7-42e2-8792-61570b14c175,354.67
u_00756,click,2025-07-30 07:48:49,SEA-001,Brand Search,Paid Search,,
u_01310,click,2025-07-30 07:50:50,SOC-011,Back-to-School,Paid Social,,
u_01176,click,2025-07-30 07:53:01,SOC-010,Summer Splash,Paid Social,,
u_01703,click,2025-07-30 07:53:54,SEA-001,Brand Search,Paid Search,,
u_00506,click,2025-07-30 07:54:08,SOC-011,Back-to-School,Paid Social,,
u_01310,click,2025-07-30 07:58:14,SOC-010,Summer Splash,Paid Social,,
u_00197,click,2025-07-30 07:58:44,AFF-200,Top Affiliates,Affiliate,,
u_00531,click,2025-07-30 08:02:02,SEA-002,Competitor Conquest,Paid Search,,
u_00940,click,2025-07-30 08:14:58,SOC-010,Summer Splash,Paid Social,,
u_01035,purchase,2025-07-30 08:15:08,,,,4020e3f4-d320-471c-9de2-028ab298a139,59.98
u_00271,click,2025-07-30 08:21:52,SOC-011,Back-to-School,Paid Social,,
u_00304,click,2025-07-30 08:35:26,AFF-200,Top Affiliates,Affiliate,,
u_00506,click,2025-07-30 08:49:31,SEA-002,Competitor Conquest,Paid Search,,
u_01722,click,2025-07-30 08:50:48,AFF-200,Top Affiliates,Affiliate,,
u_00838,click,2025-07-30 08:53:57,AFF-200,Top Affiliates,Affiliate,,
u_01992,click,2025-07-30 08:54:36,SEA-002,Competitor Conquest,Paid Search,,
u_00320,click,2025-07-30 09:11:34,SOC-011,Back-to-School,Paid Social,,
u_00218,click,2025-07-30 09:26:15,SEA-002,Competitor Conquest,Paid Search,,
u_01008,click,2025-07-30 09:30:02,SEA-002,Competitor Conquest,Paid Search,,
u_00393,click,2025-07-30 09:32:36,SEA-002,Competitor Conquest,Paid Search,,
u_01885,click,2025-07-30 09:46:06,SEA-001,Brand Search,Paid Search,,
u_00448,click,2025-07-30 09:46:45,DSP-100,Awareness Blast,Display,,
u_00249,purchase,2025-07-30 09:50:44,,,,75f4979e-e594-490a-8940-a3cd7f44c048,20.84
u_00941,click,2025-07-30 09:53:03,DSP-100,Awareness Blast,Display,,
u_00470,click,2025-07-30 09:54:33,SEA-002,Competitor Conquest,Paid Search,,
u_00922,click,2025-07-30 09:58:12,AFF-200,Top Affiliates,Affiliate,,
u_00397,purchase,2025-07-30 09:59:27,,,,3ce84cbc-b61e-4947-99bb-44ac5bbbf44a,90.48
u_01266,purchase,2025-07-30 10:02:24,,,,5e43a0c4-594a-4988-bfb8-6482608871bd,179.44
u_01408,click,2025-07-30 10:02:40,SEA-002,Competitor Conquest,Paid Search,,
u_01058,click,2025-07-30 10:08:42,SOC-011,Back-to-School,Paid Social,,
u_01407,purchase,2025-07-30 10:26:52,,,,26317c4c-08c8-4f22-94e6-bb32b385d082,102.24
u_00620,purchase,2025-07-30 10:38:06,,,,73758ab5-d111-460e-ae27-b17a209654ca,160.34
u_01576,purchase,2025-07-30 10:48:41,,,,ce1751f4-ca9f-4741-8d82-7e7d1ed1797f,94.18
u_01181,click,2025-07-30 10:55:30,SOC-010,Summer Splash,Paid Social,,
u_00001,click,2025-07-30 10:56:53,DSP-100,Awareness Blast,Display,,
u_01878,purchase,2025-07-30 10:57:20,,,,d40ad2d1-260b-4a2d-b8bb-4cffbb3594b4,195.68
u_01351,purchase,2025-07-30 10:58:23,,,,226efc12-360d-44b4-99b8-72bf210d8f9f,14.68
u_00470,click,2025-07-30 11:03:07,DSP-100,Awareness Blast,Display,,
u_01102,click,2025-07-30 11:14:42,SOC-010,Summer Splash,Paid Social,,
u_00756,click,2025-07-30 11:22:55,DSP-100,Awareness Blast,Display,,
u_00938,click,2025-07-30 11:25:45,SEA-002,Competitor Conquest,Paid Search,,
u_01420,click,2025-07-30 11:26:55,SEA-001,Brand Search,Paid Search,,
u_01435,purchase,2025-07-30 11:27:42,,,,0df00eed-0a69-41d8-a05e-055b31791e47,105.83
u_01236,click,2025-07-30 11:30:05,SOC-010,Summer Splash,Paid Social,,
u_00068,click,2025-07-30 11:32:12,SOC-010,Summer Splash,Paid Social,,
u_00828,click,2025-07-30 11:32:40,SOC-011,Back-to-School,Paid Social,,
u_00312,click,2025-07-30 11:44:53,SEA-001,Brand Search,Paid Search,,
u_00367,purchase,2025-07-30 11:57:08,,,,106b7293-0f21-4d95-a718-c5063df078ce,137.09
u_01597,click,2025-07-30 12:09:39,DSP-100,Awareness Blast,Display,,
u_01411,purchase,2025-07-30 12:17:51,,,,5f8887d9-5938-4b56-9886-2afccdfa6a46,93.43
u_01481,click,2025-07-30 12:23:58,AFF-200,Top Affiliates,Affiliate,,
u_01070,click,2025-07-30 12:25:47,SEA-001,Brand Search,Paid Search,,
u_00289,click,2025-07-30 12:27:46,SOC-010,Summer Splash,Paid Social,,
u_00812,purchase,2025-07-30 12:32:37,,,,21fd98b8-7a7f-48f8-982b-12334cdfed5d,173.01
u_01679,click,2025-07-30 12:36:13,DSP-100,Awareness Blast,Display,,
u_00393,click,2025-07-30 12:38:27,DSP-100,Awareness Blast,Display,,
u_00155,click,2025-07-30 12:40:42,SOC-010,Summer Splash,Paid Social,,
u_00107,click,2025-07-30 12:43:33,SOC-010,Summer Splash,Paid Social,,
u_00271,click,2025-07-30 12:58:11,AFF-200,Top Affiliates,Affiliate,,
u_00221,purchase,2025-07-30 12:59:04,,,,c1a12ea5-d2bc-4d93-ae68-99527ce6f7cd,113.89
u_00950,click,2025-07-30 12:59:38,SEA-001,Brand Search,Paid Search,,
u_01420,click,2025-07-30 13:01:29,SOC-010,Summer Splash,Paid Social,,
u_01079,purchase,2025-07-30 13:17:00,,,,a5cc5623-191f-4e50-a7a9-3dbdd8096f5c,42.55
u_01994,purchase,2025-07-30 13:17:40,,,,a6f742c7-5b75-4d6a-94d3-c8221a1993c1,84.43
u_01176,click,2025-07-30 13:19:10,SOC-011,Back-to-School,Paid Social,,
u_00187,purchase,2025-07-30 13:24:30,,,,e41f1a74-f058-4b95-bb8c-4da6f9058fd3,178.07
u_01539,purchase,2025-07-30 13:26:23,,,,9556ee46-7106-4afb-b4db-724432f426de,96.88
u_00269,click,2025-07-30 13:34:20,SEA-002,Competitor Conquest,Paid Search,,
u_01560,click,2025-07-30 13:36:18,SEA-002,Competitor Conquest,Paid Search,,
u_00176,click,2025-07-30 13:38:12,AFF-200,Top Affiliates,Affiliate,,
u_00194,click,2025-07-30 13:44:56,SEA-002,Competitor Conquest,Paid Search,,
u_01968,click,2025-07-30 13:50:27,AFF-200,Top Affiliates,Affiliate,,
u_00352,click,2025-07-30 14:07:17,SOC-010,Summer Splash,Paid Social,,
u_01380,click,2025-07-30 14:07:45,DSP-100,Awareness Blast,Display,,
u_00918,purchase,2025-07-30 14:28:23,,,,dd0ece0d-a6c6-4201-b37f-fe018ebfeb67,78.98
u_00507,purchase,2025-07-30 14:28:32,,,,5d606bf4-4406-4318-94fc-d3ae9290a619,156.25
u_00838,click,2025-07-30 14:30:35,SOC-011,Back-to-School,Paid Social,,
u_01194,click,2025-07-30 14:43:06,SEA-002,Competitor Conquest,Paid Search,,
u_01885,click,2025-07-30 14:47:44,SOC-011,Back-to-School,Paid Social,,
u_00142,click,2025-07-30 14:58:37,SEA-001,Brand Search,Paid Search,,
u_00064,click,2025-07-30 15:00:32,SOC-010,Summer Splash,Paid Social,,
u_00397,click,2025-07-30 15:03:33,SOC-010,Summer Splash,Paid Social,,
